date,english_name,fl,wt,area
2024-01-15,Indo-Pacific King Mackerel,67.61462596734054,3.2216342431493104,Neritic
2024-01-15,Indo-Pacific King Mackerel,77.05686867213808,4.641704856418073,Neritic
2024-01-15,Rainbow Runner,227.50332142715342,22.828275634208694,Neritic
2024-01-15,Rainbow Runner,227.56223519332707,22.939624648541212,Neritic
2024-01-15,Rainbow Runner,198.61710384022444,72.01113727269694,Neritic
2024-01-15,Rainbow Runner,182.24826858122833,68.6570741981268,Neritic
2024-01-15,Rainbow Runner,190.02964157937095,70.79316601296887,Neritic
2024-01-15,Skipjack,61.90845417534001,4.3795473573263735,Neritic
2024-01-15,Skipjack,60.20571816829033,5.331892353249714,Neritic
2024-01-15,Skipjack,63.67769612232223,4.999066929798573,Neritic
2024-01-15,Skipjack,63.171027596108615,5.94821458356455,Neritic
2024-01-15,Yellowfin,112.06620075227693,22.074583609821275,Neritic
2024-01-15,Yellowfin,80.76574995508417,10.206939975265414,Neritic
2024-01-15,Yellowfin,78.66489379596896,9.544807064114138,Neritic
2024-01-15,Yellowfin,83.06215581553988,11.668873525690287,Neritic
2024-01-15,Skipjack,49.26967136724852,2.7875415643211454,Neritic
2024-01-15,Skipjack,50.581610712222755,2.549153417116031,Neritic
2024-01-15,Yellowfin,115.93115360219963,24.06610559951514,Neritic
2024-01-15,Yellowfin,107.06384740886278,19.826794128399342,Neritic
2024-01-15,Yellowfin,112.03933182125911,23.996273374883458,Neritic
2024-01-15,Yellowfin,107.1937824212946,21.933302614139393,Neritic
2024-01-16,Yellowfin,100.18711144500412,18.590549474582076,Neritic
2024-01-16,Skipjack,64.78473703959025,5.0402825069613755,Neritic
2024-01-16,Skipjack,65.51031526131555,5.246205023722723,Neritic
2024-01-16,Skipjack,73.52002289914526,6.511942713521421,Neritic
2024-01-16,Skipjack,71.61664233612828,6.0776512895245105,Neritic
2024-01-16,Skipjack,65.31915492820553,5.582955772057176,Neritic
2024-01-16,Bigeye,87.93831570306793,14.72073352849111,Neritic
2024-01-16,Bigeye,88.38434858084656,15.460102989571169,Neritic
2024-01-16,Bigeye,97.80625632009469,19.37648565438576,Neritic
2024-01-16,Bigeye,62.594807516084984,4.573392087593675,Neritic
2024-01-16,Bigeye,59.45048242085613,3.60710088070482,Neritic
2024-01-16,Bigeye,72.7832596686203,5.6472113153431565,Neritic
2024-01-16,Bigeye,71.95501189259812,5.76848029345274,Neritic
2024-01-16,Bigeye,64.23068866948597,4.825930118560791,Neritic
2024-01-16,Bigeye,73.8002279761713,5.374854010064155,Neritic
2024-01-16,Wahoo,174.48786059068516,26.997344644507393,Neritic
2024-01-16,Wahoo,182.06254030531272,27.101467531407252,Neritic
2024-01-16,Bigeye,69.37753074336797,8.426107144681737,Neritic
2024-01-16,Bigeye,69.4866990072187,8.800061167916283,Neritic
2024-01-16,Bigeye,73.28602800518274,8.65575898392126,Neritic
2024-01-16,Bigeye,75.42915850132704,8.176404000027105,Neritic
2024-01-16,Bigeye,65.35547682153992,6.12443203269504,Neritic
2024-01-16,Bigeye,63.03526402916759,6.569910578196868,Neritic
2024-01-16,Bigeye,63.933455602964386,6.275794283254072,Neritic
2024-01-16,Bigeye,60.394976175855845,6.760996339842677,Neritic
2024-01-16,Bigeye,60.10896940971725,6.1636365107260644,Neritic
2024-01-16,Bigeye,60.929811622714624,6.25920402421616,Neritic
2024-01-16,Bigeye,65.94949904782698,6.271923122694716,Neritic
2024-01-16,Bigeye,64.87462968332693,6.335042163729668,Neritic
